2019-06-25 16:55:15,703 args = Namespace(batch_size=64, data='./data', epochs=5, learning_rate=0.025, save='logs', seed=2, weight_decay=0.0003)
2019-06-25 16:57:03,438 args = Namespace(batch_size=64, data='./data', epochs=5, learning_rate=0.025, save='logs', seed=2, weight_decay=0.0003)
2019-06-25 16:57:26,627 param size = 0.046234MB
2019-06-25 16:57:26,628 Starting epoch 1/5
2019-06-25 16:59:11,278 train mini-batch 166, loss=1.565904e+00 accuracy=44.704341
2019-06-25 16:59:11,995 train mini-batch 167, loss=1.562071e+00 accuracy=44.866071
2019-06-25 16:59:12,633 train mini-batch 168, loss=1.558714e+00 accuracy=44.961169
2019-06-25 16:59:13,297 train mini-batch 169, loss=1.556443e+00 accuracy=45.064338
2019-06-25 16:59:13,913 train mini-batch 170, loss=1.553043e+00 accuracy=45.175439
2019-06-25 16:59:14,575 train mini-batch 171, loss=1.549654e+00 accuracy=45.276163
2019-06-25 16:59:15,179 train mini-batch 172, loss=1.546560e+00 accuracy=45.420882
2019-06-25 16:59:15,838 train mini-batch 173, loss=1.543585e+00 accuracy=45.474138
2019-06-25 16:59:16,562 train mini-batch 174, loss=1.540857e+00 accuracy=45.544643
2019-06-25 16:59:17,282 train mini-batch 175, loss=1.538136e+00 accuracy=45.658736
2019-06-25 16:59:18,010 train mini-batch 176, loss=1.534912e+00 accuracy=45.789195
2019-06-25 16:59:18,730 train mini-batch 177, loss=1.531648e+00 accuracy=45.918188
2019-06-25 16:59:19,450 train mini-batch 178, loss=1.528958e+00 accuracy=46.010824
2019-06-25 16:59:20,111 train mini-batch 179, loss=1.526430e+00 accuracy=46.093750
2019-06-25 16:59:20,771 train mini-batch 180, loss=1.524279e+00 accuracy=46.210290
2019-06-25 16:59:21,432 train mini-batch 181, loss=1.521323e+00 accuracy=46.359890
2019-06-25 16:59:22,095 train mini-batch 182, loss=1.517558e+00 accuracy=46.507855
2019-06-25 16:59:22,752 train mini-batch 183, loss=1.514531e+00 accuracy=46.603261
2019-06-25 16:59:23,412 train mini-batch 184, loss=1.511007e+00 accuracy=46.739865
2019-06-25 16:59:24,031 train mini-batch 185, loss=1.508016e+00 accuracy=46.883401
2019-06-25 16:59:24,644 train mini-batch 186, loss=1.504809e+00 accuracy=46.991979
2019-06-25 16:59:25,255 train mini-batch 187, loss=1.501562e+00 accuracy=47.107713
2019-06-25 16:59:25,866 train mini-batch 188, loss=1.499202e+00 accuracy=47.197421
2019-06-25 16:59:26,471 train mini-batch 189, loss=1.497424e+00 accuracy=47.269737
2019-06-25 16:59:27,083 train mini-batch 190, loss=1.494100e+00 accuracy=47.390380
2019-06-25 16:59:27,672 train mini-batch 191, loss=1.493197e+00 accuracy=47.452799
2019-06-25 16:59:28,349 train mini-batch 192, loss=1.490424e+00 accuracy=47.538860
2019-06-25 16:59:29,016 train mini-batch 193, loss=1.487112e+00 accuracy=47.672358
2019-06-25 16:59:29,684 train mini-batch 194, loss=1.484452e+00 accuracy=47.772436
2019-06-25 16:59:30,352 train mini-batch 195, loss=1.480969e+00 accuracy=47.927296
2019-06-25 16:59:31,064 train mini-batch 196, loss=1.478023e+00 accuracy=48.025063
2019-06-25 16:59:31,892 train mini-batch 197, loss=1.474819e+00 accuracy=48.153409
2019-06-25 16:59:32,669 train mini-batch 198, loss=1.472776e+00 accuracy=48.256910
2019-06-25 16:59:33,318 train mini-batch 199, loss=1.469380e+00 accuracy=48.390625
2019-06-25 16:59:33,932 train mini-batch 200, loss=1.466410e+00 accuracy=48.515236
2019-06-25 16:59:34,541 train mini-batch 201, loss=1.465237e+00 accuracy=48.599938
2019-06-25 16:59:35,150 train mini-batch 202, loss=1.462964e+00 accuracy=48.745382
2019-06-25 16:59:35,832 train mini-batch 203, loss=1.459813e+00 accuracy=48.866422
2019-06-25 16:59:36,488 train mini-batch 204, loss=1.456477e+00 accuracy=48.993902
2019-06-25 16:59:37,149 train mini-batch 205, loss=1.453435e+00 accuracy=49.097391
2019-06-25 16:59:37,808 train mini-batch 206, loss=1.450693e+00 accuracy=49.192331
2019-06-25 16:59:38,468 train mini-batch 207, loss=1.447711e+00 accuracy=49.278846
2019-06-25 16:59:39,283 train mini-batch 208, loss=1.445857e+00 accuracy=49.357057
2019-06-25 16:59:39,953 train mini-batch 209, loss=1.442531e+00 accuracy=49.479167
2019-06-25 16:59:40,562 train mini-batch 210, loss=1.439094e+00 accuracy=49.637145
2019-06-25 16:59:41,168 train mini-batch 211, loss=1.436402e+00 accuracy=49.756781
2019-06-25 16:59:41,773 train mini-batch 212, loss=1.433469e+00 accuracy=49.889965
2019-06-25 16:59:42,371 train mini-batch 213, loss=1.429553e+00 accuracy=50.051110
2019-06-25 16:59:42,972 train mini-batch 214, loss=1.427042e+00 accuracy=50.159884
2019-06-25 16:59:43,573 train mini-batch 215, loss=1.424592e+00 accuracy=50.260417
2019-06-25 16:59:44,238 train mini-batch 216, loss=1.421599e+00 accuracy=50.360023
2019-06-25 16:59:44,896 train mini-batch 217, loss=1.419601e+00 accuracy=50.408544
2019-06-25 16:59:45,557 train mini-batch 218, loss=1.417017e+00 accuracy=50.513699
2019-06-25 16:59:46,232 train mini-batch 219, loss=1.414207e+00 accuracy=50.603693
2019-06-25 16:59:46,953 train mini-batch 220, loss=1.411379e+00 accuracy=50.707014
2019-06-25 16:59:47,610 train mini-batch 221, loss=1.408506e+00 accuracy=50.830518
2019-06-25 16:59:48,196 train mini-batch 222, loss=1.406721e+00 accuracy=50.903868
2019-06-25 16:59:48,809 train mini-batch 223, loss=1.404715e+00 accuracy=50.955636
2019-06-25 16:59:49,421 train mini-batch 224, loss=1.402657e+00 accuracy=51.034722
2019-06-25 16:59:50,038 train mini-batch 225, loss=1.400439e+00 accuracy=51.106195
2019-06-25 16:59:50,650 train mini-batch 226, loss=1.397941e+00 accuracy=51.211454
2019-06-25 16:59:51,264 train mini-batch 227, loss=1.395772e+00 accuracy=51.308936
2019-06-25 16:59:51,907 train mini-batch 228, loss=1.393788e+00 accuracy=51.364629
2019-06-25 16:59:52,571 train mini-batch 229, loss=1.392111e+00 accuracy=51.413043
2019-06-25 16:59:53,236 train mini-batch 230, loss=1.389222e+00 accuracy=51.515152
2019-06-25 16:59:53,897 train mini-batch 231, loss=1.387304e+00 accuracy=51.629849
2019-06-25 16:59:54,537 train mini-batch 232, loss=1.383604e+00 accuracy=51.777092
2019-06-25 16:59:55,197 train mini-batch 233, loss=1.381148e+00 accuracy=51.842949
2019-06-25 16:59:55,835 train mini-batch 234, loss=1.378332e+00 accuracy=51.974734
2019-06-25 16:59:56,437 train mini-batch 235, loss=1.375782e+00 accuracy=52.078919
2019-06-25 16:59:57,042 train mini-batch 236, loss=1.373440e+00 accuracy=52.149262
2019-06-25 16:59:57,652 train mini-batch 237, loss=1.370745e+00 accuracy=52.264968
2019-06-25 16:59:58,263 train mini-batch 238, loss=1.367956e+00 accuracy=52.379707
2019-06-25 16:59:58,878 train mini-batch 239, loss=1.365988e+00 accuracy=52.486979
2019-06-25 16:59:59,490 train mini-batch 240, loss=1.362593e+00 accuracy=52.606328
2019-06-25 17:00:00,142 train mini-batch 241, loss=1.360116e+00 accuracy=52.711777
2019-06-25 17:00:00,789 train mini-batch 242, loss=1.358667e+00 accuracy=52.764918
2019-06-25 17:00:01,450 train mini-batch 243, loss=1.355417e+00 accuracy=52.907275
2019-06-25 17:00:02,180 train mini-batch 244, loss=1.352200e+00 accuracy=53.029337
2019-06-25 17:00:02,842 train mini-batch 245, loss=1.349520e+00 accuracy=53.131352
2019-06-25 17:00:03,463 train mini-batch 246, loss=1.347120e+00 accuracy=53.226215
2019-06-25 17:00:04,058 train mini-batch 247, loss=1.344166e+00 accuracy=53.332913
2019-06-25 17:00:04,640 train mini-batch 248, loss=1.341213e+00 accuracy=53.438755
2019-06-25 17:00:05,284 train mini-batch 249, loss=1.338480e+00 accuracy=53.550000
2019-06-25 17:00:05,898 train mini-batch 250, loss=1.336044e+00 accuracy=53.654133
2019-06-25 17:00:06,509 train mini-batch 251, loss=1.333120e+00 accuracy=53.757440
2019-06-25 17:00:07,122 train mini-batch 252, loss=1.332415e+00 accuracy=53.779644
2019-06-25 17:00:07,752 train mini-batch 253, loss=1.330544e+00 accuracy=53.844734
2019-06-25 17:00:08,412 train mini-batch 254, loss=1.327572e+00 accuracy=53.946078
2019-06-25 17:00:09,071 train mini-batch 255, loss=1.324693e+00 accuracy=54.052734
2019-06-25 17:00:09,731 train mini-batch 256, loss=1.321984e+00 accuracy=54.140321
2019-06-25 17:00:10,388 train mini-batch 257, loss=1.319550e+00 accuracy=54.233285
2019-06-25 17:00:11,054 train mini-batch 258, loss=1.317827e+00 accuracy=54.301400
2019-06-25 17:00:11,756 train mini-batch 259, loss=1.315568e+00 accuracy=54.381010
2019-06-25 17:00:12,608 train mini-batch 260, loss=1.313529e+00 accuracy=54.471983
2019-06-25 17:00:13,455 train mini-batch 261, loss=1.311457e+00 accuracy=54.556298
2019-06-25 17:00:14,312 train mini-batch 262, loss=1.309274e+00 accuracy=54.616207
2019-06-25 17:00:15,172 train mini-batch 263, loss=1.307047e+00 accuracy=54.675663
2019-06-25 17:00:15,968 train mini-batch 264, loss=1.304314e+00 accuracy=54.770047
2019-06-25 17:00:16,627 train mini-batch 265, loss=1.302424e+00 accuracy=54.834352
2019-06-25 17:00:17,362 train mini-batch 266, loss=1.299939e+00 accuracy=54.944991
2019-06-25 17:00:18,106 train mini-batch 267, loss=1.297363e+00 accuracy=55.013993
2019-06-25 17:00:18,841 train mini-batch 268, loss=1.295102e+00 accuracy=55.123141
2019-06-25 17:00:19,573 train mini-batch 269, loss=1.292987e+00 accuracy=55.208333
2019-06-25 17:00:20,239 train mini-batch 270, loss=1.291431e+00 accuracy=55.264068
2019-06-25 17:00:20,905 train mini-batch 271, loss=1.290184e+00 accuracy=55.353860
2019-06-25 17:00:21,569 train mini-batch 272, loss=1.287569e+00 accuracy=55.460165
2019-06-25 17:00:22,237 train mini-batch 273, loss=1.284762e+00 accuracy=55.577099
2019-06-25 17:00:22,901 train mini-batch 274, loss=1.282408e+00 accuracy=55.670455
2019-06-25 17:00:23,567 train mini-batch 275, loss=1.280185e+00 accuracy=55.757473
2019-06-25 17:00:24,182 train mini-batch 276, loss=1.277521e+00 accuracy=55.877708
2019-06-25 17:00:24,789 train mini-batch 277, loss=1.274969e+00 accuracy=56.008318
2019-06-25 17:00:25,406 train mini-batch 278, loss=1.272507e+00 accuracy=56.104391
2019-06-25 17:00:26,016 train mini-batch 279, loss=1.270460e+00 accuracy=56.177455
2019-06-25 17:00:26,627 train mini-batch 280, loss=1.267986e+00 accuracy=56.272242
2019-06-25 17:00:27,241 train mini-batch 281, loss=1.264976e+00 accuracy=56.377438
2019-06-25 17:00:27,882 train mini-batch 282, loss=1.262532e+00 accuracy=56.487412
2019-06-25 17:00:28,547 train mini-batch 283, loss=1.260198e+00 accuracy=56.558099
2019-06-25 17:00:29,211 train mini-batch 284, loss=1.258136e+00 accuracy=56.633772
2019-06-25 17:00:29,874 train mini-batch 285, loss=1.256248e+00 accuracy=56.719843
2019-06-25 17:00:30,544 train mini-batch 286, loss=1.253802e+00 accuracy=56.821646
2019-06-25 17:00:31,205 train mini-batch 287, loss=1.251927e+00 accuracy=56.895616
2019-06-25 17:00:31,843 train mini-batch 288, loss=1.249347e+00 accuracy=56.996107
2019-06-25 17:00:32,466 train mini-batch 289, loss=1.248007e+00 accuracy=57.058190
2019-06-25 17:00:33,078 train mini-batch 290, loss=1.245498e+00 accuracy=57.152062
2019-06-25 17:00:33,693 train mini-batch 291, loss=1.243345e+00 accuracy=57.239940
2019-06-25 17:00:34,377 train mini-batch 292, loss=1.241316e+00 accuracy=57.321886
2019-06-25 17:00:34,991 train mini-batch 293, loss=1.239588e+00 accuracy=57.382015
2019-06-25 17:00:35,583 train mini-batch 294, loss=1.237268e+00 accuracy=57.468220
2019-06-25 17:00:36,250 train mini-batch 295, loss=1.235295e+00 accuracy=57.543285
2019-06-25 17:00:36,909 train mini-batch 296, loss=1.233052e+00 accuracy=57.623106
2019-06-25 17:00:37,570 train mini-batch 297, loss=1.231041e+00 accuracy=57.718121
2019-06-25 17:00:38,245 train mini-batch 298, loss=1.228525e+00 accuracy=57.822952
2019-06-25 17:00:38,960 train mini-batch 299, loss=1.226576e+00 accuracy=57.885417
2019-06-25 17:00:39,634 train mini-batch 300, loss=1.224531e+00 accuracy=57.999377
2019-06-25 17:00:40,484 train mini-batch 301, loss=1.223168e+00 accuracy=58.066018
